Arrival Rate	Service Rate	Avg. Delay	Avg. Queue	Server Util	Sim Time
100.000002235	0.426666667	1214.911865	118135.742188	  0.999996	2382.913086
50.000001118	0.426666667	1155.635498	57751.105469	  0.999998	2306.845703
33.333334078	0.426666667	1147.181885	38862.394531	  0.999991	2364.125977
25.000000559	0.426666667	1179.034058	29592.835938	  0.999998	2409.175781
19.999999702	0.426666667	1190.089600	23419.802734	  0.999965	2376.765381
16.666666004	0.426666667	1129.396240	18712.416016	  0.999954	2310.678711
14.285714225	0.426666667	1123.318970	15488.204102	  0.999959	2260.224121
12.500000279	0.426666667	1138.079102	14364.287109	  0.999952	2377.617432
11.111111589	0.426666667	1166.514404	13142.735352	  0.999948	2497.857910
10.000000596	0.426666667	1131.427124	11427.843750	  0.999952	2386.300293
9.090909756	0.426666667	1100.190918	9806.502930	  0.999996	2292.363281
8.333334037	0.426666667	1187.240601	9800.166016	  0.999998	2457.714111
7.692307974	0.426666667	1094.704834	8213.979492	  0.999986	2285.757812
7.142857112	0.426666667	1190.617432	8499.386719	  0.999922	2478.164551
6.666666402	0.426666667	1130.873901	7369.584473	  0.999904	2357.485107
6.249999558	0.426666667	1058.013306	6730.570801	  0.999948	2294.975342
5.882352364	0.426666667	1091.679932	6215.071777	  0.999997	2310.032227
5.555554875	0.426666667	1131.241089	6133.114746	  0.999748	2393.189697
5.263157135	0.426666667	1072.561890	5481.620605	  0.999989	2299.153809
4.999999180	0.426666667	1044.867554	5218.655762	  0.999843	2275.005371
4.761903897	0.426666667	1092.170898	5175.206055	  0.999937	2393.805420
4.545453646	0.426666667	1046.408081	4729.035156	  0.999905	2332.947021
4.347825163	0.426666667	1051.128906	4575.297363	  0.999975	2344.441406
4.166665725	0.426666667	1085.700439	4355.678711	  0.999990	2309.195801
3.999999046	0.426666667	1061.704590	4230.363770	  0.999598	2350.952393
3.846153106	0.426666667	1075.620117	4236.169434	  0.999883	2463.600830
3.703703148	0.426666667	1032.875610	3762.812256	  0.999987	2314.145508
3.571428176	0.426666667	989.641296	3686.196533	  0.999836	2355.790039
3.448275607	0.426666667	1007.857300	3480.833496	  0.999926	2306.052979
3.333333201	0.426666667	1040.952271	3284.084229	  0.999845	2302.235840
3.225806427	0.426666667	944.690308	3054.206299	  0.999938	2217.695801
3.125000070	0.426666667	954.118530	3056.795410	  0.999870	2236.255615
3.030303184	0.426666667	975.556152	2887.573975	  0.999591	2213.050781
2.941176697	0.426666667	974.063843	2973.761963	  0.999904	2333.866943
2.857143149	0.426666667	1028.155151	2970.226318	  0.999937	2363.525879
2.777778127	0.426666667	943.367981	2577.923828	  0.999985	2226.993652
2.702703103	0.426666667	984.399597	2641.255615	  0.999784	2317.931396
2.631579393	0.426666667	961.391113	2532.447021	  0.999674	2345.564453
2.564103050	0.426666667	930.399536	2436.113770	  0.999966	2247.605713
2.500000522	0.426666667	961.433838	2438.445801	  0.999762	2286.584717
2.439024943	0.426666667	967.067017	2384.021240	  0.999373	2315.826904
2.380952962	0.426666667	1020.333679	2395.814941	  0.999972	2498.004395
