Arrival Rate	Service Rate	Avg. Delay	Avg. Queue	Server Util	Sim Time
100.000002235	0.426666667	 18.410007	1671.324097	  0.999723	 33.088928
50.000001118	0.426666667	 13.402120	774.644043	  0.999388	 30.955154
33.333334078	0.426666667	 10.039652	411.474091	  0.999332	 23.425701
25.000000559	0.426666667	  9.632505	283.260895	  0.999811	 21.977045
19.999999702	0.426666667	  8.025289	156.586060	  0.998836	 16.045509
16.666666004	0.426666667	  9.670915	173.326324	  0.997206	 22.012854
14.285714225	0.426666667	 23.401333	278.026337	  0.999536	 40.101761
12.500000279	0.426666667	  8.557047	 90.577644	  0.993606	 13.546088
11.111111589	0.426666667	 11.324731	125.579620	  0.994345	 23.013918
10.000000596	0.426666667	 13.838033	108.853683	  0.996086	 24.892241
9.090909756	0.426666667	 16.302149	143.335175	  0.996844	 33.842228
8.333334037	0.426666667	 11.734789	105.156128	  0.999294	 28.422855
7.692307974	0.426666667	  6.442557	 61.275124	  0.992501	 16.193239
7.142857112	0.426666667	  8.211592	 57.912556	  0.999621	 18.630859
6.666666402	0.426666667	 11.108633	 53.800259	  0.997710	 18.767645
6.249999558	0.426666667	  9.415628	 76.130585	  0.996387	 21.765814
5.882352364	0.426666667	 11.600354	 64.076706	  0.993160	 25.023745
5.555554875	0.426666667	  3.920754	 31.285051	  0.982266	  9.575662
5.263157135	0.426666667	 11.342496	 60.277824	  0.999256	 22.572622
4.999999180	0.426666667	  8.288694	 47.310646	  0.984662	 22.769344
4.761903897	0.426666667	  7.271012	 36.801876	  0.998252	 14.778195
4.545453646	0.426666667	  7.265920	 31.203285	  0.990160	 18.806190
4.347825163	0.426666667	  9.276369	 36.490311	  0.994322	 20.353863
4.166665725	0.426666667	  4.127476	 25.618324	  0.906736	 13.967505
3.999999046	0.426666667	  5.969871	 39.600609	  0.994995	 15.885487
3.846153106	0.426666667	  7.782098	 28.299891	  0.999876	 15.328698
3.703703148	0.426666667	  8.407856	 25.934546	  0.996281	 19.296040
3.571428176	0.426666667	  5.068336	 19.020639	  0.980082	 10.115138
3.448275607	0.426666667	  7.729566	 20.467184	  0.986001	 18.705427
3.333333201	0.426666667	  5.582603	 22.252941	  0.964442	 17.661043
3.225806427	0.426666667	  6.742956	 16.272173	  0.991903	 14.797931
3.125000070	0.426666667	  9.365261	 25.743019	  0.955861	 19.700294
3.030303184	0.426666667	  9.908247	 41.666317	  0.998971	 28.651934
2.941176697	0.426666667	  7.344024	 28.732065	  0.966043	 19.524202
2.857143149	0.426666667	  5.963760	 19.714767	  0.997085	 16.103577
2.777778127	0.426666667	 10.110209	 21.769142	  0.980657	 21.782795
2.702703103	0.426666667	 12.499951	 33.647476	  0.952884	 26.329180
2.631579393	0.426666667	  9.460417	 23.195696	  0.989018	 26.802431
2.564103050	0.426666667	  9.696024	 22.896439	  0.994916	 27.199890
2.500000522	0.426666667	  4.732951	 19.235981	  0.934652	 19.666597
2.439024943	0.426666667	  8.891400	 37.471489	  0.966373	 28.515419
2.380952962	0.426666667	  5.963881	 14.040754	  0.980936	 17.324402
2.325582001	0.426666667	  8.945949	 19.772581	  0.968425	 21.991022
2.272727901	0.426666667	  2.722730	  6.014135	  0.991585	 12.022137
2.222222870	0.426666667	  9.084678	 19.076462	  0.995072	 20.490881
2.173913708	0.426666667	 12.100191	 18.954121	  0.990060	 23.840771
2.127660254	0.426666667	  9.612204	 26.890247	  0.990334	 22.694803
2.083334027	0.426666667	 12.894857	 19.809422	  0.974435	 26.723700
2.040817032	0.426666667	 10.096003	 19.494349	  0.980866	 21.164419
2.000000715	0.426666667	 16.714828	 40.507652	  0.975538	 36.957977
1.960785038	0.426666667	  4.742119	 11.547308	  0.990450	 18.902206
1.923077655	0.426666667	  8.864139	 21.344341	  0.990491	 22.875473
1.886793191	0.426666667	  5.077450	  8.902487	  0.926076	 19.329014
1.851852596	0.426666667	  4.036353	  7.552092	  0.986284	 17.372551
1.818182567	0.426666667	 12.278211	 20.874767	  0.936264	 35.510860
1.785715038	0.426666667	  9.198286	 16.662632	  0.999591	 24.145018
1.754386721	0.426666667	  6.049723	 15.043704	  0.984367	 23.646862
1.724138689	0.426666667	 12.602570	 19.512594	  0.983999	 27.596779
1.694916014	0.426666667	  5.436368	  7.104257	  0.978881	 18.381084
1.666667428	0.426666667	  9.093317	 14.469097	  0.935938	 20.748169
1.639345025	0.426666667	 10.448010	 11.689959	  0.956489	 24.833597
1.612903989	0.426666667	 11.881783	 11.880751	  0.956752	 25.862457
1.587302350	0.426666667	  5.006627	 10.132503	  0.960358	 19.040710
1.562500763	0.426666667	 13.775454	 19.581299	  0.967597	 26.605190
1.538462300	0.426666667	  4.509003	  7.459880	  0.946263	 23.552332
1.515152276	0.426666667	  9.785334	 15.700378	  0.966949	 25.664204
1.492538073	0.426666667	 11.265636	 19.201660	  0.989317	 31.932362
1.470588993	0.426666667	  6.452742	 12.595712	  0.999706	 21.871130
1.449276118	0.426666667	  5.090573	  8.956937	  0.991972	 21.767061
1.428572183	0.426666667	  4.109668	  6.371254	  0.841439	 16.280544
1.408451456	0.426666667	  1.256673	  1.613651	  0.976165	  8.253151
1.388889639	0.426666667	  5.858114	  8.421619	  0.933088	 20.179237
1.369863761	0.426666667	  8.295837	  8.684337	  0.998082	 24.623407
1.351352096	0.426666667	  2.603718	  3.947343	  0.898279	 13.353199
1.333334075	0.426666667	  5.380358	  3.296648	  0.803237	 21.007732
1.315790213	0.426666667	 12.151885	 12.088314	  0.999310	 26.286818
1.298702035	0.426666667	  8.193804	 12.369640	  0.950031	 22.928005
1.282052015	0.426666667	  7.186007	  8.264090	  0.971650	 19.854546
1.265823514	0.426666667	  6.412001	 10.296901	  0.943029	 21.141973
1.250000726	0.426666667	  7.382441	  8.889130	  0.961590	 14.263514
1.234568624	0.426666667	  6.000879	  5.914460	  0.998028	 15.074995
1.219512915	0.426666667	  3.564774	  3.853979	  0.880928	 12.402494
1.204819994	0.426666667	 11.235032	 16.533171	  0.968882	 29.793680
1.190476903	0.426666667	  1.780106	  2.269249	  0.600415	 20.744768
